id,name,wikidata_id,normalized_genre,libretto,first_author,title,subtitle,num_of_co_authors,max_degree_ids,num_of_segments,num_of_acts,num_of_speakers,num_of_speakers_male,num_of_speakers_female,num_of_speakers_unknown,num_of_person_groups,num_of_p,num_of_l,wikipedia_link_count,word_count_text,word_count_sp,word_count_stage,date_premiered,year_written,year_premiered,year_printed,year_normalized,digital_source,original_source_publisher,original_source_pub_place,original_source_year,original_source_number_of_pages,average_degree,density,average_clustering,size,max_degree,num_connected_components,num_edges,diameter,average_path_length
ger000494,kotzebue-der-wirrwarr,Q91933035,Comedy,False,Kotzebue,"Der Wirrwarr, oder der Muthwillige",Eine Posse in fünf Akten,0,fritz,50,5,10,6,4,0,0,1343,0,0,18601,18022,1608,,,1801,1803,1801,https://www.projekt-gutenberg.org/kotzebue/wirrwarr/index.html,,,,,5.6,0.6222222222222222,0.792063492063492,10,9,1,28,2,1.3777777777777778
ger000666,kotzebue-die-alten-liebschaften,Q124079923,Comedy,False,Kotzebue,Die alten Liebschaften,Lustspiel in Einem Akt,0,julie|baron|elise,11,0,3,1,2,0,0,0,618,0,5051,4980,178,1811-09-21,,1811,1812,1811,https://books.google.com/books?id=F5BTAAAAcAAJ&amp;pg=PA51,Hartmann,Leipzig,1812.0,48.0,2.0,1.0,1.0,3,2,1,3,1,1.0
ger000281,kotzebue-die-beiden-klingsberg,Q56448388,Comedy,False,Kotzebue,Die beiden Klingsberg,Ein Lustspiel in vier Akten,0,graf,54,4,13,7,6,0,0,1280,4,0,20117,19587,1520,,,,1801,1801,http://www.textgridrep.org/textgrid:r2mv.0,,,,,5.538461538461538,0.46153846153846156,0.7399322899322899,13,11,1,36,3,1.564102564102564
ger000225,kotzebue-die-deutschen-kleinstaedter,Q1218034,Comedy,False,Kotzebue,Die deutschen Kleinstädter,Ein Lustspiel in vier Akten,0,frau_staar,53,4,13,7,5,1,1,1160,21,1,18025,17479,1058,,,1802,1803,1802,http://www.textgridrep.org/textgrid:r2m4.0,,,,,8.0,0.6666666666666666,0.8637362637362638,13,12,1,52,2,1.3333333333333333
ger000057,kotzebue-die-indianer-in-england,Q22712283,Comedy,False,Kotzebue,Die Indianer in England,Lustspiel in drei Aufzügen,0,kaberdar|liddy|samuel,43,3,14,11,3,0,0,1153,0,0,23188,22649,1891,,1788,1789,1790,1789,http://www.textgridrep.org/textgrid:r2mn.0,,,,,9.714285714285714,0.7472527472527473,0.9150072150072149,14,12,1,68,3,1.2637362637362637
ger000490,kotzebue-die-spanier-in-peru,Q90038124,Tragedy,False,Kotzebue,"Die Spanier in Peru, oder: Rollas Tod",Ein romantisches Trauerspiel in fünf Aufzügen,0,rolla,49,5,49,35,12,2,5,1530,20,0,22312,21045,1869,,,1794,1796,1794,https://www.projekt-gutenberg.org/kotzebue/rollas/index.html,,,,,9.020408163265307,0.1879251700680272,0.8707500730388147,49,24,1,221,4,2.264455782312925
ger000488,kotzebue-graf-benjowsky,Q1541382,,False,Kotzebue,"Graf Benjowsky, oder: die Verschwörung auf Kamtschatka",Ein Schauspiel in fünf Aufzügen,0,benjowsky,34,5,32,30,2,0,1,1834,20,1,24844,24195,2922,,,1794,1795,1794,https://www.projekt-gutenberg.org/kotzebue/benjowsk/index.html,,,,,11.1875,0.36088709677419356,0.8240909966494783,32,29,1,179,3,1.6834677419354838
ger000486,kotzebue-maedchenfreundschaft,Q88636794,Comedy,False,Kotzebue,"Mädchenfreundschaft, oder der türkische Gesandte",Ein Lustspiel in einem Akt,0,several characters,14,0,8,3,5,0,1,270,0,0,4412,4151,485,,,1805,1805,1805,"https://de.wikisource.org/wiki/Mädchenfreundschaft,_oder_der_türkische_Gesandte",,,,,6.25,0.8928571428571429,0.9285714285714286,8,7,1,25,2,1.1071428571428572
ger000142,kotzebue-menschenhass-und-reue,Q1920777,,False,Kotzebue,Menschenhaß und Reue,Schauspiel in fünf Aufzügen,0,der_major,51,5,12,8,4,0,0,1117,0,1,24335,23659,1754,,,1788,1790,1788,http://www.textgridrep.org/textgrid:r2mf.0,,,,,7.0,0.6363636363636364,0.768001443001443,12,11,1,42,2,1.3636363636363635
ger000495,kotzebue-pagenstreiche,Q92072925,Comedy,False,Kotzebue,Pagenstreiche,Eine Posse in fünf Aufzügen,0,baron|deborah,66,5,16,11,5,0,0,1391,69,0,22205,21227,2353,,,1803,1804,1803,https://www.projekt-gutenberg.org/kotzebue/pagenstr/index.html,,,,,11.875,0.7916666666666666,0.8683441558441559,16,15,1,95,2,1.2083333333333333
ger000491,kotzebue-sultan-wampum,Q90230139,Comedy,False,Kotzebue,"Sultan Wampum, oder: die Wünsche",Ein orientalisches Scherzspiel mit Gesang in drei Aufzügen,0,wampum,36,3,11,8,1,2,1,520,330,0,13134,12591,1065,,,1791,1794,1791,https://www.projekt-gutenberg.org/kotzebue/wampum/index.html,,,,,5.2727272727272725,0.5272727272727272,0.8301587301587301,11,10,1,29,2,1.4727272727272727
ger000484,kotzebue-ueble-laune,Q88089338,,False,Kotzebue,Üble Laune,Ein Schauspiel in vier Akten,0,ulrike|der_geheimderath,45,4,15,13,2,0,2,1686,14,1,22071,21642,1833,,,1797,1799,1797,https://www.projekt-gutenberg.org/kotzebue/ueblaune/index.html,,,,,5.066666666666666,0.3619047619047619,0.831067821067821,15,11,1,38,3,1.7428571428571429
ger000654,kotzebue-wer-weiss-wozu-das-gut-ist,Q123371304,Comedy,False,Kotzebue,Wer weiß wozu das gut ist,Ein Schwank in Einem Akt,0,steffen|kaethgen,13,0,6,5,1,0,0,414,0,0,7156,7007,317,1814-11-07,,1814,1815,1814,https://books.google.com/books?id=MflXAAAAcAAJ&amp;pg=PA286-IA1,Hartmann,Leipzig,1815.0,66.0,3.3333333333333335,0.6666666666666666,0.8333333333333334,6,5,1,10,2,1.3333333333333333
ger000320,krueger-die-candidaten,Q56448539,Comedy,False,Krüger,Die Candidaten oder Die Mittel zu einem Amte zu gelangen,Ein Lustspiel in fünf Handlungen,0,der_graf|johann,50,5,10,7,3,0,0,524,6,0,24673,24325,793,,,1747,1748,1747,http://www.textgridrep.org/textgrid:r2r7.0,,,,,6.2,0.6888888888888889,0.8026984126984129,10,9,1,31,2,1.3111111111111111
ger000173,krueger-die-geistlichen-auf-dem-lande,Q56448672,Comedy,False,Krüger,Die Geistlichen auf dem Lande,Ein Lustspiel in drey Handlungen,0,peter|frau_von_birkenhayn|herr_von_roseneck,31,3,9,5,4,0,0,698,2,0,25326,25020,774,,,,1743,1743,http://www.textgridrep.org/textgrid:r2rb.0,,,,,6.666666666666667,0.8333333333333334,0.8915343915343913,9,8,1,30,2,1.1666666666666667
ger000438,kupelwieser-fierrabras,Q201295,,True,Kupelwieser,Fierrabras,Heroisch-romantische Oper in drei Akten,0,emma|die_ritter|roland,33,3,18,12,6,0,7,0,780,11,6927,6109,2147,,,1897,,1897,http://www.textgridrep.org/textgrid:rdg3.0,,,,,8.444444444444445,0.49673202614379086,0.828058053058053,18,14,1,76,3,1.5620915032679739
ger000144,kurz-prinzessin-pumphia,Q56440109,Comedy,False,Kurz,Prinzessin Pumphia,Eine Parodie in lächerlichen Versen,0,kulican,31,3,14,10,2,2,2,0,1059,0,11992,10317,2792,,,,1767,1767,http://www.textgridrep.org/textgrid:rdgt.0,,,,,5.714285714285714,0.43956043956043955,0.9068027210884354,14,10,2,40,2,1.3103448275862069
ger000537,lachmann-salome,Q723407,,True,Lachmann,Salome,Drama in einem Aufzuge,0,erster_soldat|jochanaan,4,0,17,15,2,0,0,259,0,34,6253,6144,475,,,1905,1905,1905,http://www.textgridrep.org/textgrid:rdhd.0,,,,,10.470588235294118,0.6544117647058824,0.9169467787114847,17,16,1,89,2,1.3455882352941178
ger000605,laddey-maentelchen-nach-dem-winde,Q116200056,Comedy,False,Laddey,Mäntelchen nach dem Winde,Lustspiel in einem Akt,0,several characters,16,0,5,2,3,0,0,279,34,0,9080,8846,609,,,,1871,1871,https://books.google.com/books?id=DdxTAAAAcAAJ&amp;printsec=frontcover,Mäntler,Stuttgart,1871.0,33.0,4.0,1.0,1.0,5,4,1,10,1,1.0
ger000402,larronge-hasemanns-toechter,Q28154527,,False,L'Arronge,Hasemann's Töchter,Volksstück in 4 Akten,0,emilie,61,4,19,11,8,0,1,1258,30,1,24051,23363,2678,,,,1879,1879,http://www.textgridrep.org/textgrid:rfbt.0,,,,,8.105263157894736,0.4502923976608187,0.8264393501235606,19,15,1,77,3,1.6257309941520468
ger000197,larronge-mein-leopold,Q25203613,,False,L'Arronge,Mein Leopold,Volksstück in 3 Akten,0,minna,61,6,28,20,7,1,2,1239,68,1,23623,22813,4301,,,1873,1876,1873,http://www.textgridrep.org/textgrid:rfbx.0,,,,,9.0,0.3333333333333333,0.8197061102689144,28,22,2,126,3,1.7065527065527066
ger000468,lasker-schueler-die-wupper,Q1217638,,False,Lasker-Schüler,Die Wupper,Schauspiel in fünf Aufzügen,0,mutter_pius,6,5,58,38,16,4,7,979,0,1,16781,12128,6021,,,1919,1909,1909,https://www.projekt-gutenberg.org/lasker/wupper/index.html,,,,,25.96551724137931,0.455535390199637,0.9122296535684631,58,56,1,753,3,1.5468844525105867
ger000287,lassalle-franz-von-sickingen,Q56448902,Tragedy,False,Lassalle,Franz von Sickingen,Eine historische Tragödie,0,franz,39,5,64,59,4,1,6,2,5669,0,43701,42299,4159,,1857/1858,1969,1859,1859,http://www.textgridrep.org/textgrid:rfc7.0,,,,,8.03125,0.12748015873015872,0.8239651229081378,64,35,1,257,6,2.7018849206349205
ger000063,laube-gottsched-und-gellert,Q56183293,Comedy,False,Laube,Gottsched und Gellert,Charakterlustspiel in fünf Akten,0,several characters,33,5,14,10,4,0,0,1522,4,0,41579,33086,6518,,1845,1845,1846,1845,http://www.textgridrep.org/textgrid:rfct.0,,,,,12.714285714285714,0.978021978021978,0.9798534798534798,14,13,1,89,2,1.021978021978022
ger000254,laube-monaldeschi,Q56440842,Tragedy,False,Laube,Monaldeschi,Tragödie in fünf Akten,0,brahe,68,5,12,10,2,0,1,723,1169,0,42112,27715,3460,,,1841,1845,1841,http://www.textgridrep.org/textgrid:rfcv.0,,,,,6.833333333333333,0.6212121212121212,0.8317640692640693,12,11,1,41,2,1.378787878787879
ger000389,laube-struensee,Q56448986,Tragedy,False,Laube,Struensee,Tragödie in fünf Akten,0,several characters,44,5,8,6,2,0,0,994,0,0,31564,22516,4561,,,1844,1846,1844,http://www.textgridrep.org/textgrid:rfcn.0,,,,,7.0,1.0,1.0,8,7,1,28,1,1.0
ger000069,laufs-jacoby-pension-schoeller,Q1792084,Comedy,False,Laufs,Pension Schöller,Posse in drei Aufzügen,1,kissling,36,3,20,13,7,0,0,919,0,3,15730,15376,1970,,,1890,1890,1890,http://www.textgridrep.org/textgrid:rfd8.0,,,,,10.8,0.5684210526315789,0.8365715656892126,20,18,1,108,3,1.4526315789473685
ger000432,lautensack-hahnenkampf,Q56256241,Comedy,False,Lautensack,Hahnenkampf,Eine Komödie in sechs Szenen,0,apotheker,6,0,17,11,5,1,1,465,14,0,11588,11198,2837,,,,1908,1908,http://www.textgridrep.org/textgrid:rfm5.0,,,,,10.941176470588236,0.6838235294117647,0.8860340639752405,17,16,1,93,2,1.3161764705882353
ger000263,lautensack-medusa,Q56256257,,False,Lautensack,Medusa,Aus den Papieren eines Mönches,0,several characters,1,0,7,3,4,0,0,242,0,0,5410,4828,1030,,,,1904,1904,http://www.textgridrep.org/textgrid:rfmj.0,,,,,6.0,1.0,1.0,7,6,1,21,1,1.0
ger000652,lawaetz-die-diamanten,Q123175556,,False,Lawätz,Die Diamanten,Ein Schauspiel in einem Aufzuge. (Wahre Geschichte.),0,baumann,15,0,10,7,3,0,0,350,0,0,11265,9194,1409,,,,1793,1793,https://books.google.com/books?id=9AMTc7EvXTQC&amp;pg=PA1,,Augsburg,1794.0,78.0,5.0,0.5555555555555556,0.859920634920635,10,9,1,25,2,1.4444444444444444
ger000050,leisewitz-julius-von-tarent,Q1713126,Tragedy,False,Leisewitz,Julius von Tarent,Ein Trauerspiel,0,julius,36,5,16,11,5,0,0,508,0,4,17213,16885,860,,,1776,1776,1776,http://www.textgridrep.org/textgrid:rfxf.0,,,,,3.75,0.25,0.5607638888888888,16,9,1,30,4,2.066666666666667
ger000423,lenz-der-englaender,Q1193157,,False,Lenz,Der Engländer,Eine dramatische Phantasei,0,robert,6,5,11,9,2,0,1,155,14,1,6077,5847,932,,1775/1776,,1777,1777,http://www.textgridrep.org/textgrid:rhnx.0,,,,,6.363636363636363,0.6363636363636364,0.9098124098124099,11,10,1,35,2,1.3636363636363635
ger000338,lenz-der-hofmeister,Q21213113,Comedy,False,Lenz,Der Hofmeister oder Vorteile der Privaterziehung,Eine Komödie,0,geheimer_rat,35,5,24,15,9,0,0,656,0,3,25385,24798,1682,,1771/1772,1778,1774,1774,http://www.textgridrep.org/textgrid:rhzq.0,,,,,5.166666666666667,0.2246376811594203,0.7637022699522701,24,14,2,62,4,1.9671361502347418
ger000400,lenz-der-neue-menoza,Q1199464,Comedy,False,Lenz,Der neue Menoza oder Geschichte des cumbanischen Prinzen Tandi,Eine Komödie,0,graf,36,5,23,16,5,2,0,702,1,2,18731,18143,1415,,1773,1963,1774,1774,http://www.textgridrep.org/textgrid:rj22.0,,,,,7.391304347826087,0.3359683794466403,0.7388128779433127,23,13,1,85,4,1.9209486166007905
ger000155,lenz-die-freunde-machen-den-philosophen,Q56255339,Comedy,False,Lenz,Die Freunde machen den Philosophen,Eine Komödie,0,strephon,20,5,17,15,2,0,0,341,8,0,12483,12092,1503,,1775/1776,,1775,1775,http://www.textgridrep.org/textgrid:rhjs.0,,,,,7.411764705882353,0.4632352941176471,0.8949346405228757,17,16,1,63,2,1.536764705882353
ger000374,lenz-die-soldaten,Q1216300,,False,Lenz,Die Soldaten,Ein Schauspiel,0,mary,36,5,37,27,10,0,0,557,16,2,16135,15495,2549,,1774/1775,1863,1776,1776,http://www.textgridrep.org/textgrid:rhtz.0,,,,,10.594594594594595,0.29429429429429427,0.7889039253489382,37,28,2,196,4,1.907936507936508
ger000379,lessing-der-freigeist,Q51386027,Comedy,False,Lessing,Der Freigeist,Ein Lustspiel in fünf Aufzügen,0,adrast|theophan,35,5,11,7,4,0,0,893,0,2,21716,21477,476,,1749,,1755,1755,http://www.textgridrep.org/textgrid:rjg0.0,,,,,5.2727272727272725,0.5272727272727272,0.8244588744588746,11,9,1,29,3,1.509090909090909
ger000272,lessing-der-junge-gelehrte,Q1198951,Comedy,False,Lessing,Der junge Gelehrte,Ein Lustspiel in drei Aufzügen,0,several characters,42,3,6,4,2,0,0,1048,20,2,26400,26134,570,,,1748,1754,1748,http://www.textgridrep.org/textgrid:rjwv.0,,,,,5.0,1.0,1.0,6,5,1,15,1,1.0
ger000391,lessing-der-misogyn,Q56255302,Comedy,False,Lessing,Der Misogyn,Ein Lustspiel in drei Aufzügen,0,several characters,23,3,7,4,3,0,0,477,0,0,13189,13005,347,,1748,,1755,1755,http://www.textgridrep.org/textgrid:rkq6.0,,,,,5.428571428571429,0.9047619047619048,0.9238095238095239,7,6,1,19,2,1.0952380952380953
ger000249,lessing-der-schatz,Q56255327,Comedy,False,Lessing,Der Schatz,Ein Lustspiel in einem Aufzuge,0,anselmo,18,0,9,9,0,0,0,612,0,0,12417,12288,274,,1750,,1755,1755,http://www.textgridrep.org/textgrid:rkzk.0,,,,,3.3333333333333335,0.4166666666666667,0.5148148148148147,9,7,1,15,3,1.6666666666666667
ger000401,lessing-die-alte-jungfer,Q56255313,Comedy,False,Lessing,Die alte Jungfer,Ein Lustspiel in drei Aufzügen,0,jungfer_ohldin|lisette,23,3,11,8,3,0,0,476,9,0,10260,10012,303,,1748,,1749,1749,http://www.textgridrep.org/textgrid:rjdc.0,,,,,6.909090909090909,0.6909090909090909,0.8432900432900432,11,10,1,38,2,1.309090909090909
ger000222,lessing-die-juden,Q1213679,Comedy,False,Lessing,Die Juden,Ein Lustspiel in einem Aufzuge,0,der_reisende|das_fraeulein|lisette,23,0,7,5,2,0,0,380,0,3,10643,10476,397,,1749,1766,1754,1754,http://www.textgridrep.org/textgrid:rktc.0,,,,,4.0,0.6666666666666666,0.7,7,5,1,14,3,1.4285714285714286
ger000088,lessing-emilia-galotti,Q782653,Tragedy,False,Lessing,Emilia Galotti,Ein Trauerspiel in fünf Aufzügen,0,marinelli,43,5,13,10,3,0,0,835,0,15,21136,20809,1332,1772-03-13,,1772,1772,1772,http://www.textgridrep.org/textgrid:rksp.0,Hanser,München,1971.0,78.0,4.461538461538462,0.3717948717948718,0.5174603174603174,13,9,1,29,3,1.7820512820512822
ger000357,lessing-minna-von-barnhelm,Q1209859,Comedy,False,Lessing,Minna von Barnhelm oder das Soldatenglück,Ein Lustspiel in fünf Aufzügen,0,von_tellheim,56,5,13,10,3,0,0,1136,0,11,26429,25916,1665,,,1767,1767,1767,http://www.textgridrep.org/textgrid:rjh9.0,,,,,5.076923076923077,0.4230769230769231,0.757031857031857,13,11,1,33,3,1.6025641025641026
ger000087,lessing-miss-sara-sampson,Q1713147,Tragedy,False,Lessing,Miß Sara Sampson,Ein Trauerspiel in fünf Aufzügen,0,mellefont,44,5,11,6,5,0,0,690,0,4,26705,26353,808,,,1755,1755,1755,http://www.textgridrep.org/textgrid:rjmw.0,,,,,4.363636363636363,0.43636363636363634,0.6948051948051948,11,7,1,24,4,1.7454545454545454
ger000369,lessing-nathan-der-weise,Q286611,,False,Lessing,Nathan der Weise,Ein dramatisches Gedicht in fünf Aufzügen,0,saladin,41,5,14,11,3,0,0,0,4740,22,30460,29908,935,1783-04-14,,1783,1779,1779,http://www.textgridrep.org/textgrid:rkpt.0,Hanser,München,1971.0,143.0,4.142857142857143,0.31868131868131866,0.738095238095238,14,10,1,29,3,1.8571428571428572
ger000194,lessing-philotas,Q6074342,Tragedy,False,Lessing,Philotas,Ein Trauerspiel,0,philotas,8,0,4,4,0,0,0,195,0,2,7122,7057,85,,,1774,1759,1759,http://www.textgridrep.org/textgrid:rjqs.0,,,,,2.0,0.6666666666666666,0.5833333333333333,4,3,1,4,2,1.3333333333333333
ger000147,lortzing-der-waffenschmied,Q1197876,,True,Lortzing,Der Waffenschmied,Komische Oper in drei Aufzügen,0,several characters,38,3,12,8,2,2,4,453,1127,6,13441,12872,1294,,,1846,,1846,http://www.textgridrep.org/textgrid:s6kj.0,,,,,9.166666666666666,0.8333333333333334,0.8949735449735451,12,11,1,55,2,1.1666666666666667
ger000269,lortzing-der-wildschuetz,Q253376,,True,Lortzing,Der Wildschütz oder Die Stimme der Natur,Komische Oper in drei Aufzügen,0,baculus|graf|baron,45,3,16,7,7,2,5,559,1548,8,18356,17670,1938,,,1842,,1842,http://www.textgridrep.org/textgrid:r2m9.0,,,,,7.5,0.5,0.854229797979798,16,12,1,60,3,1.575
ger000094,lortzing-zar-und-zimmermann,Q147594,,True,Lortzing,Zar und Zimmermann,Komische Oper in drei Aufzügen,0,zar|van_bett|iwanow,37,3,20,11,5,4,10,441,1274,11,16328,15596,1890,,,1837,1891,1837,http://www.textgridrep.org/textgrid:s6kn.0,,,,,7.8,0.4105263157894737,0.8521944721944721,20,15,1,78,3,1.6842105263157894
ger000011,ludwig-der-erbfoerster,Q56439928,Tragedy,False,Ludwig,Der Erbförster,Trauerspiel in fünf Aufzügen,0,andres,44,5,17,14,3,0,0,1122,0,0,25807,25065,3449,,1849,1850,1853,1850,http://www.textgridrep.org/textgrid:s6m6.0,,,,,7.411764705882353,0.4632352941176471,0.7767598414657239,17,13,1,63,3,1.6102941176470589
ger000430,ludwig-die-makkabaeer,Q56439968,Tragedy,False,Ludwig,Die Makkabäer,Trauerspiel in fünf Akten,0,simon,7,5,38,26,4,8,10,0,2741,0,20808,20220,2691,,1852,,1854,1854,http://www.textgridrep.org/textgrid:s6m2.0,,,,,20.63157894736842,0.5576102418207681,0.8658500526759356,38,35,1,392,2,1.4423897581792318
ger000561,maler-mueller-fausts-leben-dramatisiert,Q111396487,,False,Maler Müller,Fausts Leben dramatisiert,,0,faust,16,0,73,67,5,1,4,615,130,0,25245,23687,1003,,1776/1778,,1778,1778,http://www.textgridrep.org/textgrid:spgf.0,,,,,14.684931506849315,0.2039573820395738,0.9053719564982458,73,39,3,536,4,2.1773444753946145
ger000435,maler-mueller-golo-und-genovefa,Q1536644,,False,Maler Müller,Golo und Genovefa,Ein Schauspiel in fünf Aufzügen,0,golo,52,5,61,49,9,3,7,1866,261,1,47033,46225,2148,,1775/1781,,1811,1781,http://www.textgridrep.org/textgrid:spd6.0,,,,,9.934426229508198,0.16557377049180327,0.815496633162929,61,42,1,303,3,2.0956284153005464
ger000018,malss-der-alte-buerger-capitain,Q56379497,Comedy,False,Malß,Der alte Bürger-Capitain oder Die Entführung,Lustspiel in zwei Aufzügen,0,capitain,32,2,16,12,2,2,1,524,0,0,14488,13007,860,,,1821,1820,1820,http://www.textgridrep.org/textgrid:s8bv.0,,,,,8.625,0.575,0.8732548701298701,16,15,1,69,2,1.425
ger000044,malss-die-jungfern-koechinnen,Q54366286,Comedy,False,Malß,Die Jungfern Köchinnen,Lokalposse in einem Akt,0,madame_hammel,28,0,11,4,7,0,0,452,8,0,9681,9309,952,,,1835,1836,1835,http://www.textgridrep.org/textgrid:s8br.0,,,,,8.363636363636363,0.8363636363636363,0.890909090909091,11,10,1,46,2,1.1636363636363636
ger000221,may-babel-und-bibel,Q15785023,,False,May,Babel und Bibel,Arabische Fantasia in zwei Akten,0,scheik,48,2,31,20,3,8,7,9,2558,1,27800,23163,9214,,,,1906,1906,http://www.textgridrep.org/textgrid:s9j7.0,,,,,19.161290322580644,0.6387096774193548,0.8982858509468782,31,30,1,297,2,1.3612903225806452
ger000119,meisl-der-lustige-fritz,Q36145209,,False,Meisl,"Der lustige Fritz oder Schlafe, Träume, stehe auf, kleide dich an und bessre dich!",Ein Märchen neuerer Zeit in zwei Aufzügen,0,fritz,36,2,30,11,5,14,2,490,317,2,14797,14137,1168,,,1818,1819,1818,http://www.textgridrep.org/textgrid:sc8m.0,,,,,7.733333333333333,0.26666666666666666,0.8508172219936925,30,28,1,116,3,1.767816091954023
ger000593,moeller-der-graf-von-walltron-oder-die-subordination,Q114711538,Tragedy,False,Möller,"Der Graf von Walltron, oder die Subordination",Ein Originaltrauerspiel in fünf Aufzügen,0,winter,30,5,20,17,3,0,1,577,0,0,21893,20496,2299,1776-01-25,,1776,1776,1776,https://books.google.com/books?id=7goAa3sq_BEC&amp;printsec=frontcover,Hagen,Prag,1776.0,,9.0,0.47368421052631576,0.8207364367658485,20,18,1,90,3,1.5368421052631578
ger000595,moeller-sophie-oder-der-gerechte-fuerst,Q115398385,,False,Möller,"Sophie, oder der gerechte Fürst",Ein Schauspiel in drey Aufzügen,0,sophie,21,3,23,17,6,0,0,524,0,0,16554,15605,2516,,,,1777,1777,https://books.google.com/books?id=_CNdAAAAcAAJ&amp;printsec=frontcover,Böhme,Leipzig,1777.0,,8.347826086956522,0.3794466403162055,0.8480368878067087,23,17,1,96,3,1.7509881422924902
ger000481,moeser-die-tugend-auf-der-schaubuehne,Q84606039,,False,Möser,Die Tugend auf der Schaubühne; oder: Harlekin's Heirath,Ein Nachspiel in einem Aufzuge,0,harlekin|peter,17,1,7,5,2,0,0,305,0,0,7080,6935,258,,1763,,1798,1763,http://www.textgridrep.org/textgrid:sj74.0,,,,,4.285714285714286,0.7142857142857143,0.8857142857142858,7,6,1,15,2,1.2857142857142858
ger000528,moritz-blunt-oder-der-gast,Q105729385,,False,Moritz,Blunt oder der Gast,Ein Schauspiel in einem Aufzuge,0,several characters,5,0,6,3,3,0,0,184,0,0,6526,6300,372,,,,1781,1781,https://books.google.com/books?id=jBZaAAAAcAAJ&amp;printsec=frontcover,,,,,5.0,1.0,1.0,6,5,1,15,1,1.0
ger000454,mosenthal-das-goldene-kreuz,Q10861061,,True,Mosenthal,Das goldene Kreuz,Oper in zwei Aufzügen,0,several characters,14,2,10,5,4,1,5,199,831,5,9422,8958,1156,,,1875,,1875,http://www.textgridrep.org/textgrid:sj6f.0,,,,,7.8,0.8666666666666667,0.9166666666666666,10,9,1,39,2,1.1333333333333333
ger000036,mosenthal-die-koenigin-von-saba,Q841406,,True,Mosenthal,Die Königin von Saba,Oper in vier Aufzügen,0,several characters,22,4,14,8,4,2,6,0,831,9,7308,6242,2440,,,1875,,1875,http://www.textgridrep.org/textgrid:sj68.0,,,,,9.857142857142858,0.7582417582417582,0.9130230880230881,14,12,1,69,3,1.2527472527472527
ger000457,moser-das-stiftungsfest,Q56379310,Comedy,False,Moser,Das Stiftungsfest,Schwank in 3 Aufzügen,0,ludmilla,52,3,11,8,3,0,0,1334,0,0,19972,19570,2438,,,,1862,1862,http://www.textgridrep.org/textgrid:sj6v.0,,,,,8.0,0.8,0.9128427128427127,11,10,1,44,2,1.2
ger000315,moser-krieg-oder-frieden,Q56379343,,False,Moser,Krieg oder Frieden?,Dramatische Bagatelle in einem Akt,0,johann,19,0,8,6,2,0,0,265,0,0,5237,4962,612,,,1859,1859,1859,http://www.textgridrep.org/textgrid:sj6r.0,,,,,3.25,0.4642857142857143,0.7107142857142856,8,7,1,13,2,1.5357142857142858
ger000020,muehsam-judas,Q56191990,,False,Mühsam,Judas,Arbeiterdrama in fünf Akten,0,several characters,5,5,34,22,10,2,4,1862,4,0,32416,31430,4046,,1920,,1921,1921,http://www.textgridrep.org/textgrid:sjhr.0,,,,,25.705882352941178,0.7789661319073083,0.9159013028988693,34,33,1,437,2,1.2210338680926915
ger000506,muellner-der-neun-und-zwanzigste-februar,Q98544670,Tragedy,False,Müllner,Der neun und zwanzigste Februar,Trauerspiel in einem Akt,0,several characters,9,0,4,3,1,0,0,6,1012,0,8611,6047,788,,,1812,1815,1812,https://books.google.com/books?id=iNf_1Uc_1LgC&amp;pg=PA19,,,,,3.0,1.0,1.0,4,3,1,6,1,1.0
ger000360,muellner-die-schuld,Q1216076,Tragedy,False,Müllner,Die Schuld,Trauerspiel in vier Akten,0,elvire,28,4,8,6,2,0,0,0,2833,1,16373,15877,2279,,,1813,1816,1813,http://www.textgridrep.org/textgrid:ssrf.0,,,,,4.0,0.5714285714285714,0.7285714285714285,8,7,1,16,2,1.4285714285714286
ger000261,muellner-koenig-yngurd,Q56191998,Tragedy,False,Müllner,König Yngurd,Trauerspiel in fünf Akten,0,alf,47,5,37,28,3,6,6,0,3598,0,30473,28174,3682,,,1817,1817,1817,http://www.textgridrep.org/textgrid:ssrb.0,,,,,9.837837837837839,0.2732732732732733,0.8101678643440657,37,27,1,182,3,1.864864864864865
ger000475,musil-die-schwaermer,Q42743294,,False,Musil,Die Schwärmer,Schauspiel in drei Aufzügen,0,several characters,3,3,7,4,3,0,0,1298,0,0,36376,34754,4373,,1920,1929,1921,1921,https://www.projekt-gutenberg.org/musil/schwaerm/index.html,,,,,6.0,1.0,1.0,7,6,1,21,1,1.0
ger000341,nestroy-das-haus-der-temperamente,Q1168809,Comedy,False,Nestroy,Das Haus der Temperamente,Posse mit Gesang in zwei Akten,0,schlankel,605,2,43,24,16,3,3,1587,145,2,28851,26657,6975,,1837,1837,1891,1837,http://www.textgridrep.org/textgrid:strx.0,,,,,7.674418604651163,0.18272425249169436,0.6912222134877224,43,23,3,165,5,2.401219512195122
ger000200,nestroy-das-maedl-aus-der-vorstadt,Q1169908,Comedy,False,Nestroy,Das Mädl aus der Vorstadt oder Ehrlich währt am längsten,Posse in drei Aufzügen,0,schnoferl,60,3,15,6,7,2,2,1110,182,2,20948,20308,2566,,1841,1841,1845,1841,http://www.textgridrep.org/textgrid:str5.0,,,,,7.6,0.5428571428571428,0.8088888888888888,15,12,1,57,3,1.6095238095238096
